batch_id,variable_address,ref_count
71,0x003fb21c,2
72,0x003fb228,2
72,0x003fb234,2
73,0x003fb285,2
74,0x003fb2aa,4
75,0x003fb2e9,2
76,0x003fb31f,2
76,0x003fb321,2
77,0x003fb33d,2
78,0x003fb35c,2
79,0x003fb365,2
80,0x003fb3c2,2
81,0x003fb436,3
81,0x003fb444,2
82,0x003fb564,2
82,0x003fb566,2
83,0x003fb56e,2
83,0x003fb570,2
84,0x003fb57c,2
85,0x003fb580,2
86,0x003fb596,2
86,0x003fb597,2
86,0x003fb598,2
87,0x003fb5b8,3
88,0x003fb5ee,2
88,0x003fb5f2,2
88,0x003fb5f6,2
88,0x003fb5fa,2
88,0x003fb5fe,2
88,0x003fb606,2
88,0x003fb60e,2
89,0x003fb660,2
90,0x003fb6fc,2
90,0x003fb6fe,2
90,0x003fb700,2
90,0x003fb702,2
91,0x003fb878,2
92,0x003fb8da,4
93,0x003fb904,2
93,0x003fb908,2
93,0x003fb90c,2
93,0x003fdb8a,2
94,0x003fb918,3
94,0x003fb91a,3
94,0x003fb91c,3
94,0x003fb968,3
94,0x003fb96a,3
95,0x003fb9ac,2
96,0x003fb9b6,2
96,0x003fda58,2
97,0x003fb9c0,2
98,0x003fb9d2,2
99,0x003fb9dc,2
99,0x003fb9de,2
99,0x003fb9e2,2
99,0x003fb9f6,2
99,0x003ff07c,2
100,0x003fba08,2
100,0x003fba0c,2
100,0x003fba10,2
101,0x003fba12,2
101,0x003fba16,2
102,0x003fba1a,2
102,0x003fba1c,2
102,0x003fba1e,2
102,0x003fba20,2
103,0x003fbb64,2
104,0x003fbc9e,2
105,0x003fbca4,2
106,0x003fbcb4,2
106,0x003fddbc,2
106,0x003fddc0,2
106,0x003fde44,2
106,0x003fde4e,2
106,0x003fdf8e,2
106,0x003fdf92,2
106,0x003fdf98,2
107,0x003fbcba,4
107,0x003fbcbc,3
108,0x003fbcbe,2
108,0x003fbcc6,2
108,0x003fbcda,2
109,0x003fbce2,2
110,0x003fbcea,2
111,0x003fbcf6,2
111,0x003fbcfc,2
111,0x003fbd00,2
112,0x003fbcfa,2
113,0x003fbd10,2
114,0x003fbd1c,2
114,0x003fbd20,2
114,0x003fbd24,2
114,0x003fbd26,2
115,0x003fbd2e,2
116,0x003fbd3a,2
117,0x003fbd4e,2
118,0x003fbd50,2
118,0x003fbd52,3
118,0x003fbd54,2
118,0x003fbd56,3
118,0x003fbd58,3
119,0x003fbd78,3
119,0x003fbd7a,2
119,0x003fbd7b,3
119,0x003fbd7c,2
119,0x003fbd84,4
119,0x003fbd8a,3
120,0x003fbd94,2
120,0x003fbdcf,2
121,0x003fbe09,2
122,0x003fc1fc,2
123,0x003fc4bb,2
124,0x003fcbdc,2
124,0x003fcbe0,2
124,0x003fcbe4,2
125,0x003fcbe8,2
126,0x003fcbf4,2
126,0x003fcbf6,2
126,0x003fcbf8,2
127,0x003fcc00,4
127,0x003fcc1a,2
127,0x003fcc20,3
127,0x003fd8b2,2
127,0x003ff708,2
127,0x003ff714,2
127,0x003ff716,2
128,0x003fcc06,2
128,0x003fcc08,2
128,0x003fcc14,2
129,0x003fcc1c,2
129,0x003ff6f0,2
129,0x003ff6f2,2
129,0x003ff6f6,2
130,0x003fcce8,2
131,0x003fccf6,2
131,0x003fcd18,2
131,0x003fcd20,2
132,0x003fcd2c,2
133,0x003fcd36,2
133,0x003fcd38,2
134,0x003fcd40,2
134,0x003fcd42,2
135,0x003fcd4a,2
135,0x003fcd4c,2
136,0x003fcd54,2
137,0x003fcd7e,2
138,0x003fcd8d,2
139,0x003fcd96,2
140,0x003fcdb2,2
140,0x003fcdb4,2
140,0x003fcdb6,2
140,0x003fcdb8,2
140,0x003fcdba,2
141,0x003fcdc4,2
141,0x003fcdd2,2
141,0x003fcdd4,2
142,0x003fcdd0,2
143,0x003fcdfb,2
144,0x003fce18,2
145,0x003fce2a,2
146,0x003fce30,2
146,0x003fce32,2
147,0x003fce53,2
147,0x003fce6e,2
147,0x003fce72,2
147,0x003fce74,2
148,0x003fce57,2
149,0x003fce68,2
149,0x003fce6c,2
150,0x003fceaa,2
151,0x003fceae,2
151,0x003fceb4,2
151,0x003fd8e8,2
152,0x003fcebe,2
152,0x003fcec6,2
152,0x003fcece,2
153,0x003fced8,2
153,0x003fcedc,2
