# Agent 06 assignment — name 12 unnamed DAT_0040xxxx globals (CM848 working RAM)
# Context batch files to READ first (then verify independently per the skill):
#   worklist_0040xxxx/batch_35.txt
#   worklist_0040xxxx/batch_46.txt
#   worklist_0040xxxx/batch_55.txt
#
# address,ref_count  (investigate EACH with investigate-firmware-symbol)
0x0040b1a0,13
0x0040b52e,13
0x0040b788,13
0x0040ba58,8
0x0040b638,7
0x0040ba56,7
0x0040b32c,6
0x0040b530,5
0x0040b63c,5
0x0040ba48,5
0x0040ba52,5
0x0040ba60,5
