# Agent 04 assignment — name 13 unnamed DAT_0040xxxx globals (CM848 working RAM)
# Context batch files to READ first (then verify independently per the skill):
#   worklist_0040xxxx/batch_04.txt
#
# address,ref_count  (investigate EACH with investigate-firmware-symbol)
0x0040b6c8,14
0x0040b6de,14
0x0040b6ca,10
0x00408dfc,8
0x00408e68,8
0x0040b6bc,7
0x0040b6c0,7
0x00408e0c,6
0x0040b6b0,6
0x0040b6be,6
0x0040b696,5
0x0040b69e,5
0x0040b6b6,5
