featureID,subFeatureID,subFeatureEnable,subFeatureGTIS,subFeatureParent,SortBy
"1","25771","25771","0","1","-1"
"101","0","0","25285","101","-1"
"11","0","0","20025","11","-1"
"131","0","0","24005","131","-1"
"131","20671","20671","24005","131","-1"
"140","0","0","26085","140","-1"
"140","15561","15561","26085","140","-1"
"142","25781","25781","25785","142","-1"
"142","25801","25801","25805","142","-1"
"142","25821","25821","25805","25801","-1"
"142","25831","25831","25805","25801","-1"
"17","0","0","23035","17","-1"
"2","0","0","24025","2","-1"
"20","0","0","20225","20","-1"
"23","0","0","22225","23","-1"
"23","14590","14590","22225","23","-1"
"26","0","0","20065","26","-1"
"3","0","0","22945","3","-1"
"32","0","0","20055","32","-1"
"32","15430","15430","20055","32","-1"
"32","20071","20071","20055","32","-1"
"35","0","0","0","35","-1"
"39","0","0","20135","39","-1"
"44","0","0","21785","44","-1"
"46","20211","20211","20215","46","-1"
"46","21641","21641","21645","46","-1"
"47","0","0","22155","47","-1"
"509","0","0","26095","509","-1"
"55","0","0","20195","55","-1"
"56","23051","3001|3002|3003|3004|","23255","56","-1"
"56","23061","1001|1003|1005|1006|","23255","56","-1"
"56","23071","1009|1010|1011|","23255","56","-1"
"56","23081","2001|2002|2003|2004|2005|2006|2010|3005|","23255","56","-1"
"56","23091","2007|5002|5015|5017|5018|5006|5005|5007|","23255","56","-1"
"56","25051","4001|4010|4003|4004|4005|4006|","23255","56","-1"
"61","0","0","25735","61","-1"
"62","0","0","23105","62","-1"
"65","0","0","20765","65","-1"
"68","0","0","23025","68","-1"
"69","0","0","22045","69","-1"
"7","0","0","22575","7","-1"
"70","0","0","0","70","-1"
"70","20011","20011","20015","70","-1"
"70","20017","11090|11091|11092|11093|11094|11095|11096|11097|","20015","20011","-1"
"70","22961","22961","20015","20011","-1"
"71","0","0","25025","71","-1"
"73","0","0","25015","73","-1"
"76","0","0","23125","76","-1"
"77","0","0","20575","77","-1"
"78","0","0","20595","78","-1"
"79","0","0","24015","79","-1"
"86","0","0","25185","86","-1"
"90","0","0","24055","90","-1"
"90","25791","25791","24055","90","-1"
"94","0","0","21185","94","-1"
"95","11100","11100","22355","95","-1"
"95","13320","13320","22355","95","-1"
"95","13330","13330","22355","95","-1"
"95","13340","13340","22355","95","-1"
"95","13350","13350","22355","95","-1"
"95","13360","13360","22355","95","-1"
"95","13370","13370","22355","95","-1"
"95","13380","13380","22355","95","-1"
"95","13390","13390","22355","95","-1"
"95","13400","13400","22355","95","-1"
"95","13410","13410","22355","95","-1"
"95","13420","13420","22355","95","-1"
"95","13430","13430","22355","95","-1"
"95","13440","13440","22355","95","-1"
"95","13460","13460","22355","95","-1"
"95","13470","13470","22355","95","-1"
"95","13480","13480","22355","95","-1"
"95","13490","13490","22355","95","-1"
"95","13510","13510","22355","95","-1"
"95","13540","13540","22355","95","-1"
"95","14460","14460","22355","95","-1"
"95","15240","15240","22355","95","-1"
