featureID,subFeatureID,subFeatureEnable,subFeatureGTIS,subFeatureParent,SortBy
"119","0","0","0","119","-1"
"121","0","0","0","121","-1"
"122","0","0","0","122","-1"
"145","0","0","0","145","-1"
"56","23051","3001|3002|3003|3004|","0","56","-1"
"56","23061","1001|1003|1005|1006|","0","56","-1"
"56","23071","1009|1010|1011|","0","56","-1"
"56","23081","2010|2001|2002|2003|2004|2005|3005|2006|","0","56","-1"
"56","23091","5002|5005|5006|2007|5015|5017|5018|","0","56","-1"
"56","25051","4001|4003|4004|4005|4006|4010|","0","56","-1"
