featureID,subFeatureID,parameterID
"27","0","10070"
"27","0","10360"
"27","0","10400"
"27","0","10410"
"27","0","10440"
"27","0","10600"
"27","0","10630"
"31","0","10030"
"31","0","10640"
"31","0","20381"
"56","23051","3001"
"56","23051","3002"
"56","23061","1001"
"56","23061","1003"
"56","23081","2006"
"56","23081","3005"
"56","23091","5002"
"56","23091","5004"
"56","23091","6001"
"56","23091","6002"
"56","23091","6003"
"56","23091","6004"
"56","25051","4003"
"56","25051","4010"
"6","0","10610"
"6","0","10620"
"6","0","10650"
"6","0","10660"
"6","0","10670"
"6","0","10680"
"6","0","10690"
"6","0","10700"
"6","0","10710"
"6","0","10720"
"80","0","10450"
"80","0","10460"
"80","0","10470"
"80","0","10480"
"80","0","10490"
"80","0","10500"
"81","0","10510"
"81","0","10520"
"81","0","10530"
"81","0","10540"
"81","0","10550"
"81","0","10560"
"81","0","10570"
"88","0","10615"
"88","0","10625"
"88","0","10655"
"88","0","10665"
"88","0","10675"
"88","0","10685"
"88","0","10695"
"88","0","10705"
"88","0","10715"
"88","0","10725"
