featureID,featureEnable,featureGTIS,SortBy
"27","10070|10360|10400|10410|10440|10630|10600|","0","-1"
"31","10030|10640|20381|","0","-1"
"56","1001|1003|2006|3005|3001|3002|5002|5004|6001|6002|6003|6004|4003|4010|","23255","-1"
"6","20312","20315","-1"
"80","10450|10460|10470|10480|10490|10500|","0","-1"
"81","10510|10520|10530|10540|10550|10560|10570|","0","-1"
"88","10615|10625|10655|10665|10675|10685|10695|10705|10715|10725|","0","-1"
