ParameterID,DependentParameters
20051,"10170,13041,10000,10020,10070,14290,14300,14320,22051,20021,10090,14350,20611,21491,20071,22991"
20071,
20091,"22911"
20131,"10280,10290,10860,14700"
20221,"20091,22911,21171"
20611,
20651,"14600"
20761,"11420,14550"
21171,
21181,
21301,
21491,
22051,"14290,14300"
22151,"22161"
22161,
22351,"13320,13620,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13480,13780,13510,13810,13540,13840,13550,13560"
22911,
22971,
22981,
22991,
24021,
25611,"14390,14410,11680,14400,11690,11700,11710,11720"
