ParameterID,DependentParameters
13450,"13750,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13570,13580,13930"
13460,"13760,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13570,13580,13930"
13470,"13770,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13570,13580,13930"
13480,"13780,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13490,13790,13510,13810,13540,13840,13550,13560,13570,13580,13930"
13490,"13790,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13510,13810,13540,13840,13550,13560,13570,13580,13930"
13510,"13810,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13540,13840,13550,13560,13570,13580,13930"
13540,"13840,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13550,13560,13570,13580,13930"
13550,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13560,13570,13580,13930"
13560,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13570,13580,13930"
13570,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13580,13930"
13580,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13570,13930"
13600,
13620,
13630,
13640,
13650,
13660,
13670,
13680,
13690,
13700,
13710,
13720,
13730,
13740,
13750,
13760,
13770,
13780,
13790,
13810,
13840,
13930,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13570,13580"
14050,
14130,
14210,
14250,"11450"
14520,
14560,
14570,
14700,"10280,10290"
15343,
20001,
20011,"10110,10130,10120,11390,11820,11680,11690,11700,11710,11720,11570,11730,11790,11810,11830,20101,21381,21391,21401,22551,24011"
20021,"10090,10000,11430,11440,10100,10870,10880,12420,20601,20611,21491"
20051,"10170,12910,20071,20081"
20061,"11430,10000,10090,11440"
20071,"12910"
20081,
20091,"22911"
20101,"11680,11690,11700,11710,11720,11730"
20131,"10280,10290,10860,14700"
20191,"10210,10220"
20221,"20091,22911"
20601,"12420"
20611,
20651,"11350"
20661,
20761,
21181,
21301,
21381,"11830"
21391,
21401,
21441,
21491,
21641,
21651,
21781,"12280,12290,12830,12920,12840,12925,12850,12300,12310,12860,12870,12880,21791"
21791,
21841,
22051,"10050,12800"
22351,"13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13450,13750,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840,13550,13560,13570,13580,13930"
22551,"11820"
22911,
24011,
24021,
24051,"14520"
24071,
25281,"14560,14570"
