ParameterID,DependentParameters
1001,
1003,
1005,
1006,
1009,
1010,
1011,
2001,
2002,
2003,
2005,
2006,
2007,
2022,
3001,
3002,
3003,
3004,
3005,
4003,
4004,
4010,
5001,
5002,
5003,
5007,
5015,
111021,
1020010,
1020011,
1020012,
1020013,
1020014,
1020015,
1020016,
1020017,
1020018,
1020039,
16781334,
16781382,"16785209,16785224"
16781417,"16781665,16781681,16781431,16781432,16781433,16781434,16781659,16781660,16781661,16781612"
16781431,"16781665,16781417,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16781612"
16781432,"16781665,16781417,16781681,16781431,16781433,16781434,16781659,16781660,16781661,16781612"
16781433,"16781665,16781417,16781681,16781431,16781432,16781434,16781659,16781660,16781661,16781612"
16781434,"16781665,16781417,16781681,16781431,16781432,16781433,16781659,16781660,16781661,16781612"
16781437,
16781438,
16781439,"16781417,16781665,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16781612,16781638"
16781440,
16781449,
16781452,
16781496,
16781498,
16781506,"16781496,16781507,16781509,16781511,16781512,16781513,16781514,16781522,16781650,16787940"
16781507,
16781509,
16781511,
16781512,
16781513,
16781514,
16781522,
16781602,"16781334,16781417,16781665,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16781612,16781437,16781438,16781439,16781638,16781440,16781498,16781708,16789413,16789424"
16781612,"16781665,16781417,16781681,16781431,16781432,16781433,16781434,16781659,16781660,16781661"
16781638,"16781417,16781665,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16781612"
16781650,"16781496,16781511,16781512,16781513,16781514"
16781659,
16781660,
16781661,
16781662,
16781665,"16781417,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16781612"
16781681,"16781417,16781665,16781431,16781432,16781433,16781434,16781659,16781660,16781661,16781612"
16781698,
16781708,"16781612,16781665,16781417,16781681,16781431,16781432,16781433,16781434,16781659,16781660,16781661"
16781712,
16781724,
16781725,"16781452,16781724,16781792"
16781726,
16781727,"16781823,16781726,16781831,16781833,16781834,16781836,16781840,16781843,16781844,16788268"
16781728,
16781729,
16781730,
16781731,"16781729,16781733,16781743,16787935,16787938,16781730,16781734,16781742,16787936,16787939"
16781732,
16781733,
16781734,
16781737,
16781739,
16781742,
16781743,
16781792,
16781823,
16781831,
16781833,"16781831"
16781834,
16781836,
16781840,"16781823"
16781843,
16781844,
16783467,
16783633,
16783810,
16783812,"16783810,16785209,16785224,16781382,16783633,16783467,16785182,16785191,16785223,16789352,16785149,16785150,16785147,16785151,16785222,16785225,16789298"
16783822,
16784915,"16785209,16785224,16781382,16785182,16785191"
16785147,"16785150,16785149"
16785149,"16785150"
16785150,"16785149"
16785151,
16785182,
16785191,
16785209,"16781382,16785224"
16785222,
16785223,"16785209,16785224,16781382,16789352,16785149,16785150,16785147,16785151,16785222,16785225"
16785224,"16785209,16781382"
16785225,
16785226,
16785417,
16785418,
16786256,"16786324,16786335"
16786324,
16786335,
16786457,
16786582,
16786584,
16786635,"16786637"
16786637,
16786923,
16787256,"16787270"
16787270,
16787859,"16781698,16781739,16781737"
16787874,
16787932,"16781729,16781733,16781743,16787935,16787938,16781730,16781734,16781742,16787936,16787939,16781712,16781728,16781731,16781732,16787934,16787937"
16787934,
16787935,
16787936,
16787937,
16787938,
16787939,
16787940,
16788058,
16788139,
16788144,
16788146,
16788268,
16788755,"16786923"
16788756,
16788767,
16788902,"16783467,16783633,16783810,16783812,16785209,16785224,16781382,16785182,16785191,16785223,16789352,16785149,16785150,16785147,16785151,16785222,16785225,16789298"
16789000,"16786335,16786457"
16789055,
16789056,"16789055"
16789237,
16789238,
16789245,"16789237,16789238"
16789286,
16789288,
16789292,
16789293,
16789298,
16789352,"16785149,16785150"
16789360,
16789387,
16789389,"16789387"
16789393,
16789413,
16789424,
16789762,
16789763,"16783822,16785417,16785418"
16789991,
16790222,"16790228,16790229,16790230"
16790223,
16790226,
16790227,"16790228,16790229,16790230"
16790228,"16790229,16790230"
16790229,"16790228,16790230"
16790230,"16790228,16790229"
16790231,
16790871,"16790872"
16790872,
16790875,
16790876,
16790877,"16781834,16789352,16785149,16785150,16789360,16790875,16790876,16790878,16790879"
16790878,
16790879,
16791308,
16791311,
16791312,
16791313,
16791316,
16791317,
16791320,
16791321,
16791322,
16791323,
16791351,
16791353,"16791351,16791359"
16791359,
16791400,
16791402,
16791403,
16791405,
16791504,
16791579,
16791582,
16791588,
16791589,
16791590,
16791591,
16791593,
16791594,
16791595,
16791598,
16791599,
16791602,
16791676,
16791677,
16791682,
16791683,
16791684,
16791687,
16791688,
16791689,
16791692,
16791693,
16791694,
16791697,
16791979,
16791980,
16791984,
16791985,
16791989,
16791990,
16791997,
16791998,
16792002,
16792003,
16792009,
16792011,
16792016,
16792017,
16792018,
16792021,
16792023,
16792024,
16792025,
16792029,
16792056,
16792057,
16792060,
16792061,
16792065,
16792066,
16792080,
16792081,
16792085,
16792086,
16792091,
16792092,
16792095,
16792096,
16794310,
16794419,
16794420,
16795478,
