ParameterID,DependentParameters
1001,
1003,
1005,
1006,
1009,
1010,
1011,
1012,
1013,
1014,
1015,
1016,
2001,
2002,
2003,
2005,
2006,
2007,
2022,
3001,
3002,
3003,
3004,
3005,
4003,
4004,
4010,
5001,
5002,
5003,
5007,
5015,
111021,
1020010,
1020011,
1020012,
1020013,
1020014,
1020015,
1020016,
1020017,
1020018,
1020039,
1020067,"1020073,16798899,16799022"
1020068,
1020069,
1020073,
1020210,
1020211,
1020212,
1020213,
1020214,
1020215,
1020216,
1020217,
1020218,
1020219,
1020220,
1020221,
1020222,
1020223,
1020224,
1020225,
1020226,
1020227,
1020228,
1020229,
1020230,
1020231,
1020232,"1020211,1020222,1020212,1020223,1020213,1020224,1020214,1020225,1020215,1020226,1020216,1020227,1020217,1020228,1020218,1020229,1020219,1020230"
1020275,
1020276,
1020277,
1020278,
1020402,
1020418,
1020419,
1020447,
1020448,
1020449,
1020550,
16781334,
16781382,"16786601,16785209,16786602,16785224,16824347,16824348,16806832,16786603,16786604,16785188,16785189,16815933,16824685,16824730"
16781417,"16781665,16781681,16781431,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781431,"16781665,16781417,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781432,"16781665,16781417,16781681,16781431,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781433,"16781665,16781417,16781681,16781431,16781432,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781434,"16781665,16781417,16781681,16781431,16781432,16781433,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781437,
16781438,
16781439,"16781417,16781665,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612,16781638"
16781440,
16781449,"16824016,16824007,16824008"
16781452,
16781496,
16781498,
16781506,"16781496,16781507,16781509,1020402,16781511,16781512,16781513,16781514,16781522,16781650,16787940"
16781507,
16781509,"1020402"
16781511,
16781512,
16781513,
16781514,
16781522,
16781602,"16781334,16781417,16781665,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612,16781437,16781438,16781439,16781638,16781440,16781498,16781708,16789413,16789424,16790292,16790297,16790302,16790307,16790312,16790317,16790322,16790327,16796350,16796352,16824022,16783812,16783810,16785187,16785188,16785189,16785209,16786601,16785224,16786602,16781382,16824347,16824348,16806832,16786603,16786604,16815933,16824685,16824730,16786608,16786596,16786605,16786606,16786607,16786597,16786598,16786599,16787649,16783633,1020073,16798899,16799022,16816596,16783467,16810121,16785182,16785191,16785223,16789352,16785149,16785150,16785147,16785151,16785222,16785225,16788135,16788136,16824135,16824138,16824345,16824651,16824693,16789298,16818113,16818123,16818125,16818131,16820339,16824024,16824042,16824176,16824178,16824181,16824735,16824868"
16781612,"16781665,16781417,16781681,16781431,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862"
16781638,"16781417,16781665,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781650,"16781496,16781511,16781512,16781513,16781514"
16781659,
16781660,
16781661,
16781662,
16781665,"16781417,16781431,16781681,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781681,"16781417,16781665,16781431,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862,16781612"
16781698,
16781708,"16781612,16781665,16781417,16781681,16781431,16781432,16781433,16781434,16781659,16781660,16781661,16824859,16824860,16824862"
16781712,"16781732,16781734,16824283"
16781724,"16816701,16817208,16817209,16817211"
16781725,"16781452,16781724,16816701,16817208,16817209,16817211,16781792,16809571,16809572"
16781726,
16781727,"16781823,16781726,16781833,16781831,16816344,16816593,16816594,16781834,16781836,16781840,16781843,16781844,16788268,16804683"
16781728,
16781729,
16781730,
16781731,"16781729,16781733,16781743,16824286,16787935,16787938,16781730,16781734,16781742,16824298,16787936,16787939,16793806,16808984,16810390,16810398,16813069,16813070,16813071,16813140,16813141,16813143,16813144,16813183,16813333,16813859,16813860,16814223,16814424,16814437,16814441,16814443,16814482,16814483,16814487,16824299,16814488,16824301,16814489,16824303,16814490,16824304,16814498,16824305,16814507,16824306,16814509,16824287,16814510,16814513,16814514,16814517,16814518,16814519,16814521,16824309"
16781732,
16781733,
16781734,
16781737,
16781739,
16781742,"16824298"
16781743,"16781733,16824286"
16781792,
16781823,
16781831,
16781833,"16781831,16816344,16816593,16816594"
16781834,
16781836,
16781840,"16781823"
16781843,
16781844,
16783466,
16783467,"16810121"
16783633,"1020073"
16783810,
