featureID,subFeatureID,parameterID
"20","0","10840"
"20","0","10850"
"33","0","10820"
"33","0","10830"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23071","1009"
"56","23071","1010"
"56","23071","1011"
"56","23081","2001"
"56","23081","2002"
"56","23081","2003"
"56","23081","2004"
"56","23081","2005"
"56","23081","2006"
"56","23081","2010"
"56","23081","3005"
"56","23091","5001"
"56","23091","5002"
"56","23091","5003"
"56","25051","4001"
"56","25051","4003"
"56","25051","4010"
"56","25241","6001"
"56","25241","6002"
"56","25241","6004"
