featureID,featureEnable,featureGTIS,SortBy
"56","1001|1003|1005|1006|1009|1010|1011|2010|2001|2002|2003|2004|2005|3005|2006|5017|5002|5018|5005|5006|5007|2007|5015|4001|4003|4004|4005|4006|4010|3001|3002|3003|3004|","23255","-1"
"62","10030|20001|","23105","-1"
"98","20451","20455","-1"
"99","11850|11860|","25625","-1"
