featureID,featureEnable,featureGTIS,SortBy
"127","15010|15020|15571|15574|15575|15609|15610|10083|10084|","25675","-1"
"189","26121","26125","-1"
"56","1001|1003|1005|1006|1009|1010|1011|2010|2001|2002|2003|2004|2005|3005|2006|5002|5005|5006|5007|2007|5015|5017|5018|4001|4003|4004|4005|4006|4010|3001|3002|3003|3004|","23255","-1"
