ParameterID,DependentParameters
13540,"13840,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,22911,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810"
13550,
13560,
13570,
13620,
13630,
13640,
13650,
13660,
13670,
13680,
13690,
13700,
13710,
13720,
13730,
13740,
13750,
13760,
13770,
13780,
13790,
13800,
13810,
13840,
14040,
14060,
14150,
14160,
14170,
14180,
14230,
14250,"11450"
14370,"10280,10290"
20001,
20011,"10110,10130,10120,11390,11680,11690,11700,11710,11720,11820,11830,11570,11730,11790,11810,22551,22621"
20021,"10090,12120,12130,12140,12150,10870,10880,12410,12420,10020,22951,14150,14170,111024,21521,12050,12060,12070,12160,12170,12180,20601,20611,21491,22941,14180,20051,10170,12910,20071,22081,20061,11430,11440,22621"
20051,"10170,12910,12120,12130,12140,12150,10020,22951,14150,14170,111024,21521,12050,12060,12070,12160,12170,12180,20021,10090,10870,10880,12410,12420,20601,20611,21491,22941,14180,20071,22081,20061,11430,11440,22621"
20061,"11430,11440,12120,12130,12140,12150,10020,22951,14150,14170,111024,21521,12050,12060,12070,12160,12170,12180,20021,10090,10870,10880,12410,12420,20601,20611,21491,22941,14180,20051,10170,12910,20071,22081,22621"
20071,"12910"
20081,
20091,
20131,"10280,10290,10860,14230,14370,22071,111021"
20191,"10210,10220,12940,12950,20131,10280,10290,10860,14230,14370,22071,111021,21521,12050,12060,12070,12120,12130,12140,12150,12160,12170,12180"
20221,"20091,21171,22911"
20601,
20611,
20661,
20751,
21171,
21181,
21251,
21301,
21381,
21391,
21401,
21491,
21521,"12050,12060,12070,12120,12130,12140,12150,12160,12170,12180"
21581,
21631,
21651,
21741,
21781,"12280,12290,12830,12840,12850,12925,12920,12300,12310,12860,12870,12880,21791"
21791,"12860"
22061,
22071,"14370,10280,10290,20131,10860,14230,111021"
22081,
22151,
22351,"13320,13620,13330,13630,13340,13640,13350,13650,13360,22911,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,13540,13840"
22551,
22571,"22581"
22581,
22621,
22872,
22911,
22941,"14180"
22951,"14150,14170,111024"
23101,"10030,20001"
25731,
111021,
111024,"14150,14170"
206510,
