address,constant_name,value,comment
# TSC1 speed cap in torqueControlModeHandler (cmplwi r11, 0x5DC0)
0x00022FE0,TSC1_SPEED_LIMIT_3000RPM,0x5DC0,24000 counts x 0.125 RPM/bit = 3000 RPM maximum speed target cap for TSC1 speed control mode
