batch_id,variable_address,ref_count
0,0x00800042,5
1,0x00800044,5
2,0x00800046,5
2,0x0080a290,9
2,0x0080a9d6,5
2,0x0080d62c,6
2,0x0080d62e,8
2,0x0080d630,8
2,0x0080d632,8
2,0x0080d656,5
2,0x0080da5a,5
2,0x0080da5c,6
2,0x0080da5e,8
2,0x0080da8e,17
2,0x0080da90,5
2,0x0080da92,5
2,0x0080da94,5
3,0x00800112,7
3,0x0080a96c,8
4,0x00800154,8
4,0x00800155,6
4,0x00800156,8
4,0x00800157,6
4,0x00800158,8
4,0x00800159,6
4,0x0080015a,8
4,0x0080015b,6
4,0x0080015c,8
4,0x0080015d,6
4,0x0080015e,6
4,0x0080015f,6
4,0x00800161,6
4,0x00800163,6
4,0x00800164,6
5,0x00800165,6
5,0x00800167,6
5,0x00800169,6
5,0x0080016a,6
5,0x0080016b,6
5,0x0080016d,6
5,0x0080016f,6
5,0x00800171,6
5,0x00800173,6
5,0x00800174,6
5,0x00800175,6
6,0x00800182,9
7,0x008001a8,10
7,0x008001b4,6
8,0x008001ba,5
8,0x008001bc,5
8,0x008001be,6
8,0x00804f9e,13
8,0x00807ce4,5
8,0x00807cf0,8
8,0x0080aa8a,8
8,0x0080aa8e,6
8,0x0080aa90,16
8,0x0080d67a,8
8,0x0080d67c,5
8,0x0080d682,5
8,0x0080d684,5
8,0x0080dc24,6
8,0x0080dc26,8
9,0x0080021c,6
9,0x0080aaa2,6
10,0x008002a6,6
10,0x0080cd18,6
10,0x0080d06e,5
10,0x0080d08c,7
10,0x0080dc92,9
10,0x0080dcbe,5
10,0x0080dd86,6
10,0x0080ddd6,7
10,0x0080ddde,8
10,0x0080de30,8
11,0x00800340,9
11,0x0080034a,7
11,0x0080034c,9
11,0x00805302,12
11,0x00805308,5
12,0x0080051c,5
12,0x00800521,5
12,0x0080bac4,9
12,0x0080bac8,5
12,0x0080baca,8
13,0x0080051e,6
14,0x00800532,8
14,0x0080599a,13
14,0x0080599c,7
14,0x0080dde7,5
14,0x0080ddf5,9
14,0x0080de76,8
15,0x0080053e,5
15,0x00800540,5
15,0x00800542,5
15,0x00800544,5
15,0x00800546,5
15,0x00803cb4,6
15,0x00803cd4,12
15,0x00803cd6,5
15,0x00808242,5
15,0x00808244,5
15,0x00808266,5
15,0x00808342,5
15,0x0080a8f0,9
15,0x0080a8f6,6
15,0x0080a9c4,7
16,0x008005ae,5
17,0x008005fa,5
17,0x008005fd,5
17,0x00805654,9
17,0x0080a9c8,5
17,0x0080bd47,6
17,0x0080d356,5
17,0x0080de2e,10
18,0x008005fe,6
18,0x00800604,5
18,0x0080060c,7
19,0x0080060e,7
19,0x0080a254,5
19,0x0080d284,9
19,0x0080d28e,7
20,0x0080061c,5
20,0x008058d0,7
20,0x00807032,7
21,0x0080062e,6
22,0x00800688,7
23,0x0080069a,8
24,0x008006e6,7
25,0x00800754,5
25,0x00800756,5
25,0x00803cca,7
25,0x00803d5a,6
25,0x00806042,5
26,0x0080095d,6
27,0x00800aa0,5
28,0x00800aa4,5
29,0x00800aa8,5
30,0x00800aac,6
31,0x0080129b,5
31,0x0080129c,5
31,0x0080129e,6
31,0x008012a0,9
31,0x008012a8,9
31,0x008012ac,6
31,0x008012b4,6
31,0x008012c6,9
31,0x008012c8,8
31,0x008012c9,8
31,0x008012ca,5
32,0x008012c5,8
33,0x00801992,7
33,0x00801993,5
33,0x00804266,5
33,0x00804268,5
33,0x0080604a,6
33,0x00806aca,5
33,0x0080d9b2,5
33,0x0080d9c2,7
33,0x0080d9e8,5
33,0x0080d9f6,5
33,0x0080da0b,6
33,0x0080da56,8
33,0x0080da58,8
33,0x0080da7a,7
33,0x0080da7e,10
34,0x008019de,9
35,0x008019e2,5
36,0x008019e7,8
36,0x008019e9,8
36,0x00801a22,5
37,0x008019fa,6
37,0x008019fb,6
37,0x008019fc,5
37,0x008019fd,5
37,0x008019fe,6
37,0x008019ff,6
37,0x00801a00,5
37,0x00801a01,5
37,0x00801a02,6
37,0x00801a03,6
37,0x00801a04,5
37,0x00801a05,5
37,0x00801a06,6
37,0x00801a07,6
37,0x00801a08,5
38,0x00801a09,5
38,0x00801a0a,6
38,0x00801a0b,6
38,0x00801a0c,5
38,0x00801a0d,5
38,0x00801a0e,6
38,0x00801a0f,6
38,0x00801a10,5
38,0x00801a11,5
38,0x00801a12,6
38,0x00801a13,6
38,0x00801a14,5
38,0x00801a15,5
39,0x00801a3c,7
39,0x0080dab8,8
40,0x00801a5e,5
40,0x0080d330,40
40,0x0080d34c,5
40,0x0080d628,9
40,0x0080da16,7
40,0x0080da18,7
40,0x0080dac4,6
40,0x0080dada,7
40,0x0080dade,6
40,0x0080dae4,6
40,0x0080daf6,5
40,0x0080db60,7
40,0x0080dc00,10
40,0x0080dc02,10
40,0x0080dc04,7
41,0x00801bfe,7
41,0x00801c08,17
41,0x008088a4,5
41,0x0080dc08,6
41,0x0080dc10,6
41,0x0080dc14,9
42,0x00801c6a,6
42,0x00801c6e,9
42,0x0080dc6e,6
42,0x0080dc90,7
43,0x00801c78,5
44,0x00801d44,5
44,0x00801d48,5
44,0x0080da88,7
44,0x0080da8c,9
45,0x00801d4c,7
45,0x00801d4f,7
46,0x00801e26,6
47,0x00801e76,6
48,0x00801e78,5
49,0x00801e7a,5
49,0x0080613a,5
49,0x0080618e,5
49,0x00806192,5
49,0x00806196,5
49,0x0080de54,9
49,0x0080de64,9
50,0x00801e86,8
50,0x00801e8a,6
50,0x00801e8c,6
50,0x00801e8e,6
50,0x00801e92,5
50,0x00801e94,5
51,0x00801ee2,8
51,0x00801ee5,8
51,0x00801ee6,8
51,0x00801ee9,6
52,0x00802660,5
53,0x008034f2,5
54,0x00803631,5
55,0x00803b3e,5
55,0x00803b50,6
55,0x00803fda,6
55,0x00803fe8,6
55,0x0080bd2c,8
55,0x0080bd2d,8
56,0x00803bf0,5
